messageKey,,en,de,es,fr,pt,ru
blueprint.horizons.type.shock_cannon_fixed_small,Shock Cannon Fixed Small,Shock Cannon Fixed Small,Schockkanone klein fest,Cañón de choque fijo pequeño,Canon d’amortisseur fixé petit,Canhão de Impacto (Fixa) (Classe: 1),Шоковое орудие (1 класс мал. фикс.)
blueprint.horizons.type.shock_cannon_gimballed_large,Shock Cannon Gimballed Large,Shock Cannon Gimballed Large,Schockkanone groß kardanisch,Cañón de choque asistido grande,Choc Cannon Gimballed,Canhão de Impacto (Guiada) (Classe: 3),Шоковое орудие (3 класс бол. кард.)
blueprint.horizons.type.shock_cannon_gimballed_medium,Shock Cannon Gimballed Medium,Shock Cannon Gimballed Medium,"Schockkanone Medium kardanisch ",Cañón de choque asistido medio,Choqu canon gimballed médium,Canhão de Impacto (Guiada) (Classe: 2),Шоковое орудие (2 класс ср. кард.)
blueprint.horizons.type.shock_cannon_gimballed_small,Shock Cannon Gimballed Small,Shock Cannon Gimballed Small,Schockkanone klein kardanisch,Cañón de choque asistido pequeño,Canon de choc gimballé petit,Canhão de Impacto (Guiada) (Classe: 1),Шоковое орудие (1 класс мал. кард.)
blueprint.horizons.type.shock_cannon_turreted_large,Shock Cannon Turreted Large,Shock Cannon Turreted Large,Schockkanone groß Turm,Cañón de choque torreta grande,Canon d’amortisseur à tourelle,Canhão de Impacto (Torreta) (Classe: 3),Шоковое орудие (3 класс бол. турель)
blueprint.horizons.type.shock_cannon_turreted_medium,Shock Cannon Turreted Medium,Shock Cannon Turreted Medium,Schockkanone medium Turm,Cañón de choque torreta mediano,Choquer le canon à tourelle,Canhão de Impacto (Torreta) (Classe: 2),Шоковое орудие (2 класс ср. турель)
blueprint.horizons.type.shock_cannon_turreted_small,Shock Cannon Turreted Small,Shock Cannon Turreted Small,Schockkanone klein Turm,Cañón de choque torreta pequeño,Canon d’amortisseur à tourelle petite,Canhão de Impacto (Torreta) (Classe: 1),Шоковое орудие (1 класс мал. турель)
blueprint.horizons.type.short_range_blaster,Short Range Blaster,Short Range Blaster,Kurzdistanzblaster,Destructor de corto alcance,Blaster à courte portée,Curto alcance,Бластер малого радиуса действия
blueprint.horizons.type.smart_rounds,Smart Rounds,Smart Rounds,Intelligente Munition,Munición inteligente,Rondes intelligentes,Projéteis Inteligentes,Умные боеприпасы
blueprint.horizons.type.specialised,Specialised,Specialised,Speziell,Especializado,Spécialisé,Especializado,Адаптивный щитонакопитель
blueprint.horizons.type.stripped_down,Stripped Down,Stripped Down,Reduktion,Aligerado,Dépouillée,Modelo Leve,Урезанный вариант
blueprint.horizons.type.sturdy_mount,Sturdy Mount,Sturdy Mount,Stabiles Gestell,Montura resistente,Monture robuste,Encaixe Robusto,Прочное крепление
blueprint.horizons.type.super_capacitor,Super Capacitor,Super Capacitor,Superkondensator,Supercapacitadores,Condensateur,Super Capacitores,Суперконденсаторы
blueprint.horizons.type.super_conduits,Super Conduits,Super Conduits,Superleiter,Superconductores,Super conduits,Supercondutores,Сверхпроводники
blueprint.horizons.type.super_penetrator,Super Penetrator,Super Penetrator,Superdurchdringer,Superpenetrador,Super pénétrateur,Super penetrador,Модуль сверхпробития
blueprint.horizons.type.synthesis,Synthesis,Synthesis,Synthese,Síntesis,Synthèse,Síntese,Синтез
blueprint.horizons.type.system_focused,System Focused,System Focused,Systemfokussiert,Centrado en Sistemas,Système axé,Focado em Sistemas,Распределитель питания на систему
blueprint.horizons.type.target_lock_breaker,Target Lock Breaker,Target Lock Breaker,Zielvisierbrecher,Bloqueo de selección,Disjoncteur de la cible,Disjuntor de Travamento de Destino,Генератор помех для системы захвата цели
blueprint.horizons.type.thermal_cascade,Thermal Cascade,Thermal Cascade,Hitzesalven,Cascada térmica,Cascade thermique,Cascata Térmica,Термический залп
blueprint.horizons.type.thermal_conduit,Thermal Conduit,Thermal Conduit,Thermischer Verstärker,Conductore térmico,Conduit thermique,Conduíte Térmico,Проводник тепла
blueprint.horizons.type.thermal_resistant,Thermal Resistant,Thermal Resistant,Thermalresistent,Resistente a térmico,Résistant thermique,Resistencia Térmica,Термостойкий усилитель
blueprint.horizons.type.thermal_resistant_hull_reinforcement,Thermal Resistant Hull Reinforcement,Thermal Resistant Hull Reinforcement,Thermalresistente Rumpfhüllenverstärkung,Refuerzo de casco resistente a térmico,Renforcement de la coque résistante thermique,Reforço do casco com Resistência Térmica,Термостойкое усиление корпуса
blueprint.horizons.type.thermal_resistant_shields,Thermal Resistant Shields,Thermal Resistant Shields,Thermalresistente Schilde,Escudos de resistencia térmica,Boucliers résistants thermiques,Escudos com Resistência Térmica,Термостойкие щиты
blueprint.horizons.type.thermal_shock,Thermal Shock,Thermal Shock,Thermischer Schock,Choque térmico,Choc thermique,Choque térmico,Тепловой удар
blueprint.horizons.type.thermal_spread,Thermal Spread,Thermal Spread,Thermischer Verteiler,Difusión térmica,Propagation thermique,Propagação Térmica,Рассеивание тепла
blueprint.horizons.type.thermal_vent,Thermal Vent,Thermal Vent,Thermische Entlastung,Ventilación térmica,Évent thermique,Exaustor Térmico,Теплоотдача
blueprint.horizons.type.thermo_block,Thermo Block,Thermo Block,Thermo Block,Bloqueo térmico,Thermo,Thermo Block,Блокировка тепла
blueprint.horizons.type.trident_fighter,XG7 Trident Fighter,XG7 Trident Fighter,XG7 Trident Fighter,Caza trident XG7,Fighter Trident XG7,XG7 Trident (Caça) (Canhão de Plasma Automático),Истребитель XG7 Trident
blueprint.horizons.type.weapon_focused,Weapon Focused,Weapon Focused,Waffenfokus,Arma centrada,Axé sur l’arme,com Foco em Armas,Распределитель питания на орудия
blueprint.horizons.type.wide_angle_scanner,Wide Angle Scanner,Wide Angle Scanner,Weitwinkelscanner,Escáner de gran angular,Scanner grand angle,Scanner de Ângulo Ampliado,Широкоугольный сканер
blueprint.horizons.type.modified_plasma_charger_fixed_medium,Modified Plasma Charger Fixed Medium,Modified Plasma Charger Fixed Medium,Modifiziertes Plasma -Ladegerät festgelegtes Medium,Cargador de plasma modificado medio fijo,Médium fixe du chargeur de plasma modifié,Carregador de Plasma Modificado (Fixo) (Classe: 2),Модифицированная плазменная пушка стражей (2 класс фикс.)
blueprint.horizons.type.modified_plasma_charger_fixed_small,Modified Plasma Charger Fixed Small,Modified Plasma Charger Fixed Small,Modifiziertes Plasma -Ladegerät klein festgelegt,Cargador de plasma modificado fijo pequeño,Chargeur de plasma modifié fixe petit,Carregador de Plasma Modificado (Fixo) (Classe: 1),Модифицированная плазменная пушка стражей (1 класс фикс.)
blueprint.horizons.type.sirius_heat_sink_launcher,Sirius Heat Sink Launcher,Sirius Heat Sink Launcher,Sirius Kühlkörperwerfer,Eyector Térmico de Sirius,,Lançador de Dissipador Térmico Sirius,Теплоотводная катапульта Корпорации Сириус
blueprint.horizons.type.e2_sirius_corporation_ax_missile_rack,E2 Sirius Corporation AX Missile Rack,,E2 Sirius Corporation AX-Raketengestell,Lanzamisiles AX mejorado Sirius E2,,Estante de Mísseis AX Sirius Corporation (E2),Е2 Блок ракет АИ Корпорации Сириус
blueprint.horizons.type.c3_sirius_corporation_ax_missile_rack,C3 Sirius Corporation AX Missile Rack,,C3 Sirius Corporation AX-Raketengestell,Lanzamisiles AX mejorado Sirius C3,,Estante de Mísseis AX Sirius Corporation (C3),С3 Блок ракет АИ Корпорации Сириус
blueprint.horizons.type.caustic_sink_launcher,Caustic Sink Launcher,Caustic Sink Launcher,Ätzbehälterwerfer,Eyector Caústico,,Lançador de Dissipador Cáustico,Антикоррозийная катапульта
blueprint.horizons.type.thargoid_pulse_neutraliser,TG Pulse Neutraliser,TG Pulse Neutraliser,,Neutralizador de pulsos targoide,,Neutralizador de Pulso Thargoid,Нейтрализатор таргоидских импульсов
blueprint.horizons.type.e2_azimuth_enhanced_ax_multicannon,E2 Azimuth Enhanced AX Multi-cannon,E2 Azimuth Enhanced AX Multi-cannon,,Multicañón AX mejorado Azimuth E2,,Canhão de Repetição AX Melhorado Azimuth (E2),E2 Улучшенное многоствольное АИ-орудие Azimuth
blueprint.horizons.type.c3_azimuth_enhanced_ax_multicannon,C3 Azimuth Enhanced AX Multi-cannon,C3 Azimuth Enhanced AX Multi-cannon,,Multicañón AX mejorado Azimuth C3,,Canhão de Repetição AX Melhorado Azimuth (C3),C3 Улучшенное многоствольное АИ-орудие Azimuth
blueprint.horizons.type.expanded_probe_scanning_radius_x2,Expanded Probe Scanning Radius x2,Expanded Probe Scanning Radius x2,Erweiterter Sonden-Scanradius x2,Radio de escaneo de sonda expandida x2,Rayon de balayage de sonde élargi x2,Raio de Escaneamento de Sonda Expandido x2,Увеличение радиуса сканирования зондов x2
blueprint.horizons.type.ammo_capacity_x2,Ammo Capacity X 2,Ammo Capacity X 2,,Capacidad de munición X 2,,Capacidade de Munição X 2,Количество боезапаса
blueprint.horizons.type.armoured_overcharged,"Armoured, Overcharged","Armoured, Overcharged",,"Reforzado, Sobracargado",,"Blindado, Sobrecarregado","Бронированная, Усиленная"
blueprint.horizons.type.decorative_green,Decorative Green,Decorative Green,,Decorativo verde,,Decorativo Verde,Декоративный зеленый
blueprint.horizons.type.decorative_red,Decorative Red,Decorative Red,,Decorativo rojo,,Decorativo Vermelho,Декоративный красный
blueprint.horizons.type.decorative_yellow,Decorative Yellow,Decorative Yellow,,Decorativo amarillo,,Decorativo Amarelo,Декоративный желтый
blueprint.horizons.type.fast_scanner_long_range_scanner,"Fast Scanner, Long Range Scanner","Fast Scanner, Long Range Scanner",,"Escaneo rápido, Escaner de largo alcance",,"Scanner Rápido, Scanner de Longo Alcance","Быстрый сканер, Сканер дальнего действия"
blueprint.horizons.type.high_capacity_magazine_increased_damage,"High Capacity, Increased Damage","High Capacity, Increased Damage",,"Alta capacidad, Daño aumentado",,"Alta Capacidade, Dano Aumentado","Вместительный магазин, Увеличенный урон"
blueprint.horizons.type.high_capacity_magazine_rapid_fire_modification,"High Capacity, Rapid Fire","High Capacity, Rapid Fire",,"Alta capacidad, Disparo rapido",,"Alta Capacidade, Tiro Rápido","Вместительный магазин, Увеличенная скорострельность"
blueprint.horizons.type.high_capacity_magazine_thermal_cascade,"High Capacity, Thermal Cascade","High Capacity, Thermal Cascade",,"Alta capacidad, Cascada térmica",,"Alta Capacidade, Cascata Térmica","Вместительный магазин, Термический залп"
blueprint.horizons.type.increased_fsd_range_faster_fsd_boot_sequence,"Increased Range, Faster Boot","Increased Range, Faster Boot",,"Rango aumentado, Reinicio rápido",,"Alcance Aumentado, Inicialização Rápida","Увеличенная дальность, Быстрая загрузка"
blueprint.horizons.type.lightweight_focused,"Lightweight, Focused","Lightweight, Focused",,"Aligerado, Concentrado",,"Leve, Focado","Облегченное, Точное"
blueprint.horizons.type.long_range_weapon_focused_weapon_penetrator_munitions,"Long Range, Focused, Penetrator Munitions","Long Range, Focused, Penetrator Munitions",,"Largo alcance, concentrado, munición penetrante",,"Longo Alcance, Focado, Munições Penetradoras","Дальнобойное, Точность, Бронебойные снаряды"
blueprint.horizons.type.long_range_weapon_high_capacity_magazine_feedback_cascade,"Long Range, High Capacity, Feedback Cascade","Long Range, High Capacity, Feedback Cascade",,"Largo alcance, Alta capacidad, Retroalimentación en cascada",,"Longo Alcance, Alta Capacidade, Cascata de Feedback","Дальнобойное, Вместительный магазин, Ответный залп"
blueprint.horizons.type.long_range_weapon_incendiary_rounds,"Long Range, Incendiary Rounds","Long Range, Incendiary Rounds",,"Largo alcance, munición incendiaria",,"Longo Alcance, Munição Incendiária","Дальнобойное, Зажигательные снаряды"
blueprint.horizons.type.long_range_weapon_incendiary_rounds_arx,"Long Range, Incendiary Rounds","Long Range, Incendiary Rounds",,"Largo alcance, munición incendiaria",,"Longo Alcance, Munição Incendiária","Дальнобойное, Зажигательные снаряды"
blueprint.horizons.type.overcharged_overcharged,Extra Overcharged,Extra Overcharged,,Extra sobrecargado,,Extra Sobrecarregado,Сверх-Усиленная
blueprint.horizons.type.overcharged_weapon_auto_loader,"Overcharged, Auto Loader","Overcharged, Auto Loader",,"Sobrecargado, Autocargador",,"Sobrecarregado, Carregador Automático","Усиленное, Автоматическая перезарядка"
blueprint.horizons.type.overcharged_weapon_focused_weapon,"Overcharged Weapon, Focused Weapon","Overcharged Weapon, Focused Weapon",,"Arma sobrecargada, Arma concentrada",,"Arma Sobrecarregada, Arma Focada","Усиленное, Точное"
blueprint.horizons.type.rapid_fire_modification_phasing_sequence,"Rapid Fire, Phasing Sequence","Rapid Fire, Phasing Sequence",,"Disparo rapido, Secuencia de fase",,"Tiro Rápido, Sequência de Fases",Скорострельноеб Последовательность фазирования
blueprint.horizons.type.thermal_resistant_shields_kinetic_resistant_shields,"Thermal Resistant, Kinetic Resistant","Thermal Resistant, Kinetic Resistant",,"Resistencia térmica, Resistencia cinética,",,"Resistente Térmico, Resistente Cinético","Термическая защита, Кинетическая защита"
blueprint.horizons.type.none,None,None,,,,Nenhum,Нет
blueprint.horizons.type.anti_guardian_zone_resistance,Anti-Guardian Zone Resistance,,,Resistencia zona Anti-Guardián,,Resistência a Zona Anti-Guardian,Сопротивление отключающему полю
blueprint.horizons.type.long_range_weapon_focused_weapon_penetrator_munitions_god,"Long Range, Focused, Penetrator Munitions",,,,,"Longo Alcance, Focado, Munições Penetradoras","Дальнобойное, Точность, Бронебойные снаряды"
